CONDADO DE CASTILNOVO,SEGOVIA,-3.7532156475,41.2436427725,8
CONGOSTO,LEON,-6.52305663496667,42.5936347566667,30
CONQUISTA,CORDOBA,-4.50370379655556,38.4226355922222,9
CONSUEGRA,TOLEDO,-3.62286752978509,39.4637028362719,228
COOMONTE,ZAMORA,-5.817137565,42.1139354,2
CORCUBION,A CORUÑA,-9.1952795635,42.9370082464286,14
CORDUENTE,GUADALAJARA,-1.99445263060714,40.8390642725,28
CORGO O,LUGO,-7.43559691254945,42.9337836298901,91
CORISTANCO,A CORUÑA,-8.77008703662195,43.1678700631708,82
CORPA,MADRID,-3.26474485585714,40.4222676657143,7
CORRAL DE ALMAGUER,TOLEDO,-3.1815624900708,39.7620097400885,113
CORRAL DE AYLLON,SEGOVIA,-3.46330611266667,41.3983320933333,3
CORRAL DE CALATRAVA,CIUDAD REAL,-4.08020306223077,38.8707821402564,39
CORTEGADA,OURENSE,-8.15458975880953,42.2029807514286,21
CORTIJOS LOS,CIUDAD REAL,-4.05063132877778,39.3215483016667,18
CORULLON,LEON,-6.82414171547826,42.5748372008696,23
CORUÑA A,A CORUÑA,-8.41138816347408,43.3533608501422,1196
COSLADA,MADRID,-3.55100333084726,40.4287826683285,347
COTOBADE,PONTEVEDRA,-8.52146320430952,42.4835382683333,42
COVELO,PONTEVEDRA,-8.336383846,42.24578128,7
COZAR,CIUDAD REAL,-3.09491664476923,38.6615767176923,26
COZUELOS DE FUENTIDUEÑA,SEGOVIA,-4.097290278,41.38982425,1
CRECENTE,PONTEVEDRA,-8.2211252202439,42.1667454953659,41
CUALEDRO,OURENSE,-7.5856074412069,41.9700404627586,29
CUBILLO,SEGOVIA,-3.9312661375,41.104870515,4
CUBILLOS DEL SIL,LEON,-6.58288804305556,42.62891953,54
CUBO DE BENAVENTE,ZAMORA,-6.17842280766667,42.1236903566667,3
CUELLAR,SEGOVIA,-4.31653048140887,41.391001474335,203
CUENCA,CUENCA,-2.0461510484,40.18362225,10
CUEVAS DE PROVANCO,SEGOVIA,-3.96000162266667,41.5362060433333,3
CULLEREDO,A CORUÑA,-8.38604049812547,43.3004642871587,271
CUNTIS,PONTEVEDRA,-8.57139536855556,42.6400927244444,36
CURTIS,A CORUÑA,-8.05662746624211,43.1349274655789,95
DAIMIEL,CIUDAD REAL,-3.61229372550435,39.0708928322435,575
DESTRIANA,LEON,-6.08100489890909,42.3238424754545,11
DODRO,A CORUÑA,-8.70712399909091,42.7205467087879,33
DOMINGO GARCIA,SEGOVIA,-4.40077345125,41.1281298275,4
DONHIERRO,SEGOVIA,-4.692294153875,41.109310586875,16
DOSBARRIOS,TOLEDO,-3.48079667448485,39.8775569636364,33
DOZON,PONTEVEDRA,-8.04315620956,42.593678286,50
DRIEBES,GUADALAJARA,-3.02919468326667,40.236249136,15
DUMBRIA,A CORUÑA,-9.09419953833928,42.9859290989286,56
DURON,GUADALAJARA,-2.71980782585714,40.6132878264286,14
DURUELO,SEGOVIA,-3.64862207026316,41.2265240242105,19
EMBID,GUADALAJARA,-1.711120704,40.963581405,2
ENCINAS,SEGOVIA,-3.668638178,41.37390309,1
ENCINEDO,LEON,-6.63385132530769,42.2753462546154,26
ENCINILLAS,SEGOVIA,-4.15944515336364,41.0129059872727,11
ENTRIMO,OURENSE,-8.12783860266667,41.92991413625,24
ESCALONA,TOLEDO,-4.40104663139048,40.1548217208572,105
ESCALONA DEL PRADO,SEGOVIA,-4.12062460507407,41.1645628237037,27
ESCAMILLA,GUADALAJARA,-2.5661355005,40.55657093,2
ESCARABAJOSA DE CABEZAS,SEGOVIA,-4.19785246159091,41.1033749895455,22
ESCARICHE,GUADALAJARA,-3.048362879,40.400618325,4
ESCOBAR DE POLENDOS,SEGOVIA,-4.12248094031818,41.0899610154545,22
ESCOPETE,GUADALAJARA,-3.0000814385,40.4185530666667,6
ESGOS,OURENSE,-7.70050993548,42.32989999,25
ESPADAÑEDO,ZAMORA,-6.408488024,42.1199619614286,7
ESPINAR EL,SEGOVIA,-4.22375990980303,40.733914939798,198
ESPIRDO,SEGOVIA,-4.07141698391304,40.9926173573913,46
ESPLEGARES,GUADALAJARA,-2.3774560615,40.85407748,2
ESQUIVIAS,TOLEDO,-3.76744604863529,40.1028447314118,85
ESTABLES,GUADALAJARA,-2.01476518733333,41.0185253133333,3
ESTRADA A,PONTEVEDRA,-8.46630931539426,42.6973692750179,279
FABERO,LEON,-6.62481373277143,42.7730627051429,35
FENE,A CORUÑA,-8.17142579321698,43.462922340283,106
FERNAN CABALLERO,CIUDAD REAL,-3.9196588105,39.1246654832,50
FERRERAS DE ARRIBA,ZAMORA,-6.197028691,41.914816715,4
FERROL,A CORUÑA,-8.23445870976275,43.4922388150511,392
FISTERRA,A CORUÑA,-9.26289632213953,42.9222707858139,43
FOLGOSO DE LA RIBERA,LEON,-6.3371576225,42.6331209472222,18
FOLGOSO DO COUREL,LUGO,-7.1701081652619,42.6190763869047,42
FONSAGRADA A,LUGO,-7.026932784,43.0280146,1
FONTANAREJO,CIUDAD REAL,-4.52062409225,39.213331425,4
FORCAREI,PONTEVEDRA,-8.33065667359091,42.5699396193182,88
FORNELOS DE MONTES,PONTEVEDRA,-8.491403682,42.34584686,1
FRADES,A CORUÑA,-8.26159767,43.0269879211538,26
FRESNEDA DE LA SIERRA,CUENCA,-2.146140424,40.39676569,2
FRESNO DE CANTESPINO,SEGOVIA,-3.50143767034615,41.3552297096154,26
FRESNO DE LA FUENTE,SEGOVIA,-3.64292085728571,41.39342242,7
