13A468,0.019825051,1232.77,0,NO,39.222718293,-3,-37,-8.729204821,39,13,21.785853592,CIUDAD REAL,VILLARRUBIA DE LOS OJOS
13A469,0.04340772,1282.35,0,NO,39.261424642,-3,-43,-42.25570089,39,15,41.128711024,CIUDAD REAL,VILLARRUBIA DE LOS OJOS
13A470,0.029028017,1283.81,0,NO,39.133508167,-3,-56,-4.61380484,39,8,0.6294029336,CIUDAD REAL,FERNAN CABALLERO
13A471,0.030331547,1285.28,0,NO,39.040208395,-3,-39,-34.18941575,39,2,24.75022143,CIUDAD REAL,DAIMIEL
13A609,0.020060202,1236.15,0,NO,39.218555932,-3,-47,-10.85862924,39,13,6.8013535416,CIUDAD REAL,FUENTE EL FRESNO
13A675,0.025244384,1258.77,0,NO,39.101856533,-3,-33,-31.78396432,39,6,6.6835194304,CIUDAD REAL,DAIMIEL
13A962,0.020560005,1235.59,0,NO,39.224103703,-4,-16,-18.91008692,39,13,26.773330362,CIUDAD REAL,ROBLEDO EL
13A964,0.063441557,1284.51,0,YES,39.246971013,-4,-15,-3.860560224,39,14,49.095647992,CIUDAD REAL,PORZUNA
13A965,0.021353323,1239.15,0,NO,39.237615434,-4,-13,-39.46995126,39,14,15.41556416,CIUDAD REAL,PORZUNA
13A967,0.025706886,1256.93,0,NO,39.303934777,-4,-15,-31.62077909,39,18,14.165196638,CIUDAD REAL,RETUERTA DEL BULLAQUE
13A968,0.029484401,1281.71,0,NO,39.220147621,-4,-17,-26.74558131,39,13,12.531436288,CIUDAD REAL,ROBLEDO EL
13A969,0.044345722,1246.37,0,NO,39.219455395,-4,-20,-1.954280168,39,13,10.039420546,CIUDAD REAL,ROBLEDO EL
13A970,0.04731847,305.41,0,NO,39.225478532,-4,-21,-13.26428847,39,13,31.722713413,CIUDAD REAL,ROBLEDO EL
13A971,0.029485832,1278.66,0,NO,39.2084449,-4,-24,-35.71938368,39,12,30.401640416,CIUDAD REAL,PIEDRABUENA
13A972,0.024413483,1257.14,0,NO,39.233497452,-4,-23,-3.530374633,39,14,0.5908271692,CIUDAD REAL,ROBLEDO EL
13A973,0.026325061,1269.67,0,NO,39.238611543,-4,-20,-23.5058484,39,14,19.001554924,CIUDAD REAL,ROBLEDO EL
13A974,0.022774527,1244.39,0,NO,39.255947853,-4,-21,-55.08856141,39,15,21.412272493,CIUDAD REAL,ALCOBA
13A975,0.026599424,1265.74,0,NO,39.256473706,-4,-22,-7.519985203,39,15,23.305342938,CIUDAD REAL,ALCOBA
