MTTO. ILLESCAS,45CK18,-3.82122,40.0713,TOLEDO,NUMANCIA DE LA SAGRA
MTTO. MADRID CAPITAL,28CG13,-3.66074,40.4078,MADRID,MADRID
MTTO. MADRID CAPITAL,28C793,-3.66109,40.395,MADRID,MADRID
MTTO. GUADALAJARA,19C302,-3.11749,40.3605,GUADALAJARA,FUENTENOVILLA
MTTO. MADRID CAPITAL,28SN94,-3.6675,40.4437,MADRID,MADRID
MTTO. MADRID CAPITAL,28SA12,-3.68068,40.4419,MADRID,MADRID
MTTO. MADRID CAPITAL,28CBN7,-3.54817,40.4263,MADRID,COSLADA
MTTO. MADRID CAPITAL,28SN64,-3.67399,40.4386,MADRID,MADRID
MTTO. MADRID PROVINCIA,28CGF0,-3.26172,40.3606,MADRID,NUEVO BAZTAN
MTTO. ILLESCAS,45CJ64,-3.84867,40.1205,TOLEDO,ILLESCAS
MTTO. MADRID CAPITAL,28CS11,-3.62014,40.3804,MADRID,MADRID
MTTO. MADRID CAPITAL,28SG25,-3.64847,40.4088,MADRID,MADRID
MTTO. MADRID PROVINCIA,28CHK8,-3.59757,40.0273,MADRID,ARANJUEZ
MTTO. MADRID PROVINCIA,28CIK1,-3.57337,40.136,MADRID,TITULCIA
MTTO. MADRID CAPITAL,28C013,-3.65349,40.384,MADRID,MADRID
MTTO. MADRID CAPITAL,28S818,-3.66548,40.4222,MADRID,MADRID
MTTO. MADRID CAPITAL,28SLPY,-3.68411,40.3408,MADRID,MADRID
MTTO. MADRID CAPITAL,28CB50,-3.63847,40.4753,MADRID,MADRID
MTTO. MADRID CAPITAL,28C061,-3.64611,40.3909,MADRID,MADRID
MTTO. MADRID CAPITAL,28SQ28,-3.67678,40.4367,MADRID,MADRID
MTTO. ILLESCAS,45CL33,-4.20559,40.0564,TOLEDO,FUENSALIDA
MTTO. MADRID CAPITAL,28C819,-3.67492,40.3814,MADRID,MADRID
MTTO. MADRID CAPITAL,28AKU9,-3.57153,40.3596,MADRID,MADRID
MTTO. MADRID CAPITAL,28CC87,-3.68237,40.3332,MADRID,MADRID
MTTO. MADRID CAPITAL,28SR34,-3.6085,40.4013,MADRID,MADRID
MTTO. MADRID CAPITAL,28S692,-3.66493,40.3978,MADRID,MADRID
MTTO. MADRID CAPITAL,28SL51,-3.67292,40.4031,MADRID,MADRID
MTTO. CORUNYA,15CAR8,-8.42201,43.363,A CORUNYA,CORUNYA A
MTTO. MADRID CAPITAL,28CJ59,-3.70694,40.421,MADRID,MADRID
MTTO. ALCAZAR DE S. JUAN,13CJ74,-3.35674,39.3701,CIUDAD REAL,HERENCIA
MTTO. MADRID CAPITAL,28SD01,-3.66788,40.477,MADRID,MADRID
MTTO. MADRID CAPITAL,28C584,-3.63284,40.4646,MADRID,MADRID
MTTO. MADRID CAPITAL,28S695,-3.66193,40.3972,MADRID,MADRID
MTTO. MADRID CAPITAL,28CI74,-3.73538,40.4066,MADRID,MADRID
MTTO. MADRID CAPITAL,28CBF2,-3.57046,40.4229,MADRID,COSLADA
MTTO. CORUNYA,15SWH9,-8.42428,43.3655,A CORUNYA,CORUNYA A
MTTO. MADRID CAPITAL,28CH85,-3.71028,40.4134,MADRID,MADRID
MTTO. MADRID CAPITAL,28SSL4,-3.68855,40.3414,MADRID,MADRID
MTTO. MADRID CAPITAL,28C720,-3.6669,40.3893,MADRID,MADRID
MTTO. MADRID CAPITAL,28S119,-3.64273,40.3855,MADRID,MADRID
MTTO. MADRID CAPITAL,28CG22,-3.65118,40.4083,MADRID,MADRID
MTTO. MADRID CAPITAL,28SA70,-3.70233,40.4475,MADRID,MADRID
MTTO. MADRID CAPITAL,28SC74,-3.58873,40.4622,MADRID,MADRID
MTTO. CIUDAD REAL,13C431,-3.61626,39.0713,CIUDAD REAL,DAIMIEL
MTTO. MADRID CAPITAL,28C778,-3.66411,40.403,MADRID,MADRID
MTTO. MADRID CAPITAL,28S588,-3.63487,40.4637,MADRID,MADRID
MTTO. MADRID CAPITAL,28SU36,-3.58358,40.4528,MADRID,MADRID
MTTO. MADRID CAPITAL,28C239,-3.6357,40.4706,MADRID,MADRID
MTTO. MADRID CAPITAL,28S766,-3.66948,40.3841,MADRID,MADRID
MTTO. MADRID CAPITAL,28SU83,-3.70522,40.4236,MADRID,MADRID
MTTO. MADRID CAPITAL,28SF02,-3.69549,40.4105,MADRID,MADRID
