CESURAS,A CORUNYA,-8.19596064516129,43.1721516129032,31,0,0
CHANDREXA DE QUEIXA,OURENSE,-7.38571966666666,42.2772333333333,30,0,0
CHANTADA,LUGO,-7.78939803030303,42.6100348484849,132,0,0
CHECA,GUADALAJARA,-1.788228,40.5876,5,0,0
CHEQUILLA,GUADALAJARA,-1.82727,40.6052,1,0,0
CHILLARON DEL REY,GUADALAJARA,-2.702574,40.57756,5,0,0
CHILLON,CIUDAD REAL,-4.87185739130435,38.8004565217391,23,0,0
CHILOECHES,GUADALAJARA,-3.19592698412699,40.5636253968254,63,0,0
CHINCHON,MADRID,-3.47912518518519,40.1617629629629,81,0,0
CHOZAS DE ABAJO,LEON,-5.688886,42.493448,25,0,0
CHOZAS DE CANALES,TOLEDO,-4.04353945945946,40.0971297297297,37,0,0
CIEMPOZUELOS,MADRID,-3.62785728,40.1557944,125,0,0
CIERVA LA,CUENCA,-1.85031,40.0564,1,0,0
CIFUENTES,GUADALAJARA,-2.6072148,40.763432,25,0,0
CILLERUELO DE SAN MAMES,SEGOVIA,-3.56658,41.4304,1,0,0
CIMANES DEL TEJAR,LEON,-5.808696,42.6071133333333,15,0,0
CIRUELOS,TOLEDO,-3.61379571428571,39.9407714285714,7,0,0
CIRUELOS DEL PINAR,GUADALAJARA,-2.22176,41.0092,1,0,0
CIUDAD REAL,CIUDAD REAL,-3.93256777235772,38.9871291056911,615,0,0
COBEJA,TOLEDO,-3.85818826086957,40.0225739130435,23,0,0
COBETA,GUADALAJARA,-2.14049,40.8639,1,0,0
COBOS DE FUENTIDUENYA,SEGOVIA,-3.92603,41.3818,1,0,0
COBREROS,ZAMORA,-6.687628,42.0648,20,0,0
COCA,SEGOVIA,-4.52391684210526,41.2066631578947,19,0,0
CODORNIZ,SEGOVIA,-4.62319857142857,41.0464285714286,7,0,0
COGOLLOR,GUADALAJARA,-2.74472,40.8483,1,0,0
COIROS,A CORUNYA,-8.147732,43.243368,25,0,0
COLES,OURENSE,-7.83519979591837,42.4061346938775,49,0,0
COLLADO HERMOSO,SEGOVIA,-3.91592,41.0334333333333,3,0,0
COLMENAR DE OREJA,MADRID,-3.45617169230769,40.0819538461539,65,0,0
CONDADO DE CASTILNOVO,SEGOVIA,-3.7491375,41.24745,4,0,0
CONGOSTO,LEON,-6.518504,42.5948866666667,15,0,0
CONQUISTA,CORDOBA,-4.49902,38.4073,2,0,0
CONSUEGRA,TOLEDO,-3.62059651162791,39.4636387596899,129,0,0
COOMONTE,ZAMORA,-5.81714,42.11395,2,0,0
CORCUBION,A CORUNYA,-9.19527857142857,42.9370071428572,14,0,0
CORDUENTE,GUADALAJARA,-1.9955875,40.83423125,16,0,0
CORGO O,LUGO,-7.43380307692308,42.9330512820513,78,0,0
CORISTANCO,A CORUNYA,-8.77297402777778,43.1659638888889,72,0,0
CORPA,MADRID,-3.264385,40.4245833333333,6,0,0
CORRAL DE ALMAGUER,TOLEDO,-3.17175711111111,39.7562488888889,45,0,0
CORRAL DE AYLLON,SEGOVIA,-3.45886,41.3883,1,0,0
CORRAL DE CALATRAVA,CIUDAD REAL,-4.06708307692308,38.8676076923077,13,0,0
CORTEGADA,OURENSE,-8.15385666666666,42.2051833333333,18,0,0
CORTIJOS LOS,CIUDAD REAL,-4.050795,39.30975,12,0,0
CORULLON,LEON,-6.83136055555556,42.5763944444444,18,0,0
CORUNYA A,A CORUNYA,-8.41036617577197,43.3541049881235,842,0,0
COSLADA,MADRID,-3.5515063507109,40.4272483412322,211,0,0
COTOBADE,PONTEVEDRA,-8.51922114285714,42.4867657142857,35,0,0
COVELO,PONTEVEDRA,-8.328875,42.2446166666667,6,0,0
COZAR,CIUDAD REAL,-3.08255166666667,38.6606833333333,6,0,0
COZUELOS DE FUENTIDUENYA,SEGOVIA,-4.09729,41.3898,1,0,0
CRECENTE,PONTEVEDRA,-8.22164083333333,42.1679138888889,36,0,0
CUALEDRO,OURENSE,-7.581204,41.97345,20,0,0
CUBILLO,SEGOVIA,-3.90916,41.1225,1,0,0
CUBILLOS DEL SIL,LEON,-6.58370558823529,42.6270529411765,34,0,0
CUBO DE BENAVENTE,ZAMORA,-6.16443,42.1217,1,0,0
CUELLAR,SEGOVIA,-4.31161074074074,41.3952148148148,81,0,0
CUENCA,CUENCA,-2.0959725,40.15615,4,0,0
CUEVAS DE PROVANCO,SEGOVIA,-3.96184,41.5408,1,0,0
CULLEREDO,A CORUNYA,-8.38640284263959,43.3005685279188,197,0,0
CUNTIS,PONTEVEDRA,-8.57123962962963,42.6425888888889,27,0,0
CURTIS,A CORUNYA,-8.06088260273972,43.1331178082192,73,0,0
DAIMIEL,CIUDAD REAL,-3.61310679054054,39.0684486486487,296,0,0
DESTRIANA,LEON,-6.08014888888889,42.3244222222222,9,0,0
DODRO,A CORUNYA,-8.70816772727273,42.7215136363637,22,0,0
DOMINGO GARCIA,SEGOVIA,-4.37755,41.1138,1,0,0
DONHIERRO,SEGOVIA,-4.69424,41.1153,2,0,0
DOSBARRIOS,TOLEDO,-3.479191,39.8862,10,0,0
DOZON,PONTEVEDRA,-8.040724,42.5931885714286,35,0,0
DRIEBES,GUADALAJARA,-3.026388,40.23702,5,0,0
DUMBRIA,A CORUNYA,-9.09367086956522,42.9868086956522,46,0,0
DURON,GUADALAJARA,-2.718974,40.61673,10,0,0
DURUELO,SEGOVIA,-3.64768142857143,41.2246071428571,14,0,0
EMBID,GUADALAJARA,-1.71065,40.9699,1,0,0
ENCINAS,SEGOVIA,-3.66864,41.3739,1,0,0
ENCINEDO,LEON,-6.58351777777778,42.2734444444444,9,0,0
ENCINILLAS,SEGOVIA,-4.15848333333333,41.0142166666667,6,0,0
ENTRIMO,OURENSE,-8.12885272727273,41.9304590909091,22,0,0
ESCALONA,TOLEDO,-4.40849230769231,40.1622019230769,52,0,0
