28SJX8,0,909.375,1421.14,511.77
28C198,0,1039.285714,1421.11,381.82
28S577,0,454.6875,1421.08,966.39
28C068,0,727.5,1421.08,693.58
19C220,0,727.5,1421.02,693.52
28SJJ6,0,909.375,1420.94,511.57
28C420,0,559.6153846,1420.91,861.3
15CWT4,0,330.6818182,1420.88,1090.2
28CF40,200,1455,1420.87,-34.13
28SI95,0,427.9411765,1420.76,992.81
28C731,0,454.6875,1420.65,965.96
28S759,0,808.3333333,1420.59,612.25
28CX45,0,316.3043478,1420.57,1104.27
28C888,100,1818.75,1420.51,-398.24
28CD91,0,382.8947368,1420.47,1037.58
28SR99,0,1039.285714,1420.45,381.17
28SW92,0,1039.285714,1420.45,381.16
45C876,0,330.6818182,1420.44,1089.76
28S347,0,606.25,1420.37,814.12
28SJ91,0,363.75,1420.32,1056.57
28S355,0,454.6875,1420.21,965.52
28CIG9,0,808.3333333,1420.21,611.88
28S132,0,808.3333333,1420.18,611.84
28SK13,0,382.8947368,1420.16,1037.27
28CU77,200,1455,1420.16,-34.84
28SK82,0,808.3333333,1419.99,611.66
28C354,0,316.3043478,1419.98,1103.68
28S401,0,485,1419.96,934.96
28CD86,0,279.8076923,1419.94,1140.13
28C409,0,1818.75,1419.9,-398.85
28CIC2,0,1818.75,1419.78,-398.97
28SN51,0,279.8076923,1419.71,1139.9
36C860,0,485,1419.52,934.52
28SL10,0,808.3333333,1419.5,611.17
28STQ8,0,404.1666667,1419.24,1015.08
28S811,0,808.3333333,1419.11,610.78
28SK97,0,909.375,1419.01,509.64
